Time	trailing_price	Low	Weighted_Price_Average	High	close_price	N_Transactions	Volume	Bid_Index	Ask_Index	EMA_12	EMA_26	EMA_DIF	MACD	EMA_Up	EMA_Down	RSI	TSI	EMA_Volume	OBV_Delta
1510038614	7170.0	7166.04	7168.41	7170.0	7166.05	11	0.17351562	7118.66	7204.81	7166.442637	7167.497054	-1.129939	0.075522	0.9077	1.061455	46.1	-9.23	1.03631093	-0.17351562
1510038644	7166.05	7166.05	7166.05	7166.05	7166.05	10	1.55208601	7116.78	7204.65	7166.382231	7167.389865	-1.105478	0.097844	0.842864	0.985637	46.1	-8.93	1.11566094	0.0
1510038674	7166.05	7166.05	7166.39	7168.29	7168.29	8	0.69931569	7118.76	7206.76	7166.383426	7167.315801	-1.070857	0.138482	0.942659	0.915234	50.74	-6.92	1.05160782	0.69931569
1510038704	7168.29	7167.9	7167.9	7168.28	7167.9	5	0.27190417	7118.05	7208.28	7166.616745	7167.359075	-1.005152	0.262822	0.875326	0.877717	49.93	-5.71	0.93165341	-0.27190417
1510038734	7167.9	7168.29	7169.49	7170.0	7170.0	8	3.12171251	7118.4	7208.48	7167.058784	7167.516921	-0.895749	0.437612	0.962803	0.815023	54.16	-3.26	1.26858558	3.12171251
1510038764	7170.0	7169.99	7169.99	7170.0	7170.0	6	0.10540734	7120.14	7212.58	7167.50974	7167.700112	-0.754674	0.564302	0.894031	0.756807	54.16	-1.4	1.08963508	0.0
1510038794	7170.0	7170.0	7170.0	7170.0	7170.0	7	0.90976861	7120.31	7212.77	7167.892857	7167.870474	-0.599263	0.621646	0.830172	0.702749	54.16	0.06	1.06196332	0.0
1510038824	7170.0	7169.99	7170.0	7170.0	7170.0	6	1.55510734	7119.29	7213.62	7168.217033	7168.028217	-0.441647	0.630463	0.770874	0.652553	54.16	1.24	1.13783163	0.0
1510038854	7170.0	7169.99	7169.99	7170.0	7170.0	6	0.78671251	7121.22	7214.92	7168.489797	7168.173534	-0.290065	0.606328	0.715812	0.605942	54.16	2.21	1.0838133	0.0
1510038884	7170.0	7169.99	7170.0	7170.0	7170.0	15	8.05657173	7120.48	7217.62	7168.722136	7168.308828	-0.14939	0.562698	0.664683	0.56266	54.16	3.01	2.15654537	0.0
1510038914	7170.0	7170.0	7170.0	7170.01	7170.01	12	1.37611251	7120.7	7212.5	7168.91873	7168.4341	-0.022586	0.507216	0.61792	0.52247	54.18	3.69	2.03647878	1.37611251
1510038944	7170.01	7170.0	7170.01	7170.01	7170.01	9	0.50424142	7120.69	7213.93	7169.086618	7168.550833	0.089088	0.446697	0.573783	0.485151	54.18	4.28	1.80074996	0.0
1510038974	7170.01	7170.01	7170.01	7170.01	7170.01	5	0.00013771	7118.96	7209.62	7169.228677	7168.658919	0.185222	0.384536	0.532799	0.450497	54.19	4.78	1.52373269	0.0
1510039004	7170.01	7170.0	7170.17	7170.57	7170.57	9	1.13036336	7117.3	7211.88	7169.373496	7168.770851	0.268707	0.333938	0.534742	0.418319	56.11	5.67	1.46321433	1.13036336
1510039034	7170.57	7170.56	7170.57	7170.57	7170.57	6	0.10491251	7119.65	7211.87	7169.557574	7168.904121	0.345656	0.307797	0.496546	0.388439	56.11	6.45	1.25424482	0.0
1510039064	7170.57	7170.57	7170.84	7170.85	7170.85	7	1.13833214	7119.65	7216.91	7169.75487	7169.047519	0.417995	0.289356	0.481078	0.360693	57.15	7.37	1.2364121	1.13833214
1510039094	7170.85	7170.84	7170.84	7170.85	7170.85	5	0.05211251	7122.38	7217.46	7169.921813	7169.180295	0.4827	0.258818	0.446715	0.334929	57.15	8.17	1.05421216	0.0
1510039124	7170.85	7170.84	7170.84	7170.85	7170.85	8	0.20766258	7121.04	7212.49	7170.063073	7169.303236	0.538127	0.22171	0.414807	0.311005	57.15	8.88	0.92397376	0.0
1510039154	7170.85	7170.85	7172.33	7175.62	7175.6	17	2.62341386	7130.7	7221.9	7170.411831	7169.527441	0.60738	0.27701	0.724464	0.28879	71.5	14.06	1.18542608	2.62341386
1510039184	7175.6	7175.59	7175.59	7175.6	7175.6	11	2.05795001	7130.27	7220.45	7171.208472	7169.976519	0.732295	0.499658	0.672717	0.268162	71.5	18.24	1.31966053	0.0
1510039214	7175.6	7175.6	7175.6	7175.6	7175.6	8	2.01681251	7130.23	7221.11	7171.884092	7170.393073	0.88404	0.606979	0.624666	0.249008	71.5	21.67	1.42691468	0.0
1510039244	7175.6	7175.6	7175.6	7175.6	7175.6	10	1.21724635	7127.07	7220.44	7172.45577	7170.778771	1.042632	0.634367	0.580047	0.231222	71.5	24.53	1.39465801	0.0
1510039274	7175.6	7175.6	7175.6	7175.6	7175.6	10	0.44201247	7127.9	7221.82	7172.939498	7171.135899	1.194825	0.608774	0.538615	0.214706	71.5	26.95	1.24809716	0.0
1510039304	7175.6	7175.6	7175.6	7175.6	7175.6	5	0.56210734	7128.19	7220.12	7173.348806	7171.466573	1.332307	0.549926	0.500142	0.19937	71.5	29.01	1.14256026	0.0
1510039334	7175.6	7175.59	7175.6	7175.6	7175.6	7	0.32001247	7128.54	7218.15	7173.695144	7171.772753	1.450324	0.472067	0.464418	0.185129	71.5	30.78	1.01601445	0.0
1510039364	7175.6	7175.6	7175.6	7175.6	7175.6	10	0.78120734	7128.99	7220.59	7173.988199	7172.056253	1.546648	0.385298	0.431245	0.171905	71.5	32.33	0.97989028	0.0
1510039394	7175.6	7175.6	7175.6	7175.6	7175.6	5	0.02722188	7130.08	7221.81	7174.236168	7172.318753	1.620801	0.296614	0.400442	0.159626	71.5	33.67	0.83332591	0.0
1510039424	7175.6	7175.59	7175.59	7175.6	7175.6	21	2.74152011	7130.73	7223.61	7174.44445	7172.561068	1.673317	0.210065	0.371839	0.148224	71.5	34.86	1.12689425	0.0
1510039454	7175.6	7175.6	7181.76	7183.74	7180.78	18	1.5093125	7130.3	7222.14	7175.569919	7173.24247	1.804143	0.523306	0.715279	0.137637	83.86	40.75	1.18572783	1.5093125
1510039484	7180.78	7180.77	7180.77	7180.78	7180.78	5	0.12790414	7134.48	7239.44	7176.369931	7173.800065	1.957288	0.612578	0.664188	0.127806	83.86	45.28	1.02298572	0.0
1510039514	7180.78	7180.76	7180.76	7180.77	7180.77	8	0.08420698	7134.83	7239.55	7177.045326	7174.315616	2.111772	0.617938	0.616746	0.119391	83.78	48.84	0.87855822	-0.08420698
1510039544	7180.77	7180.77	7180.77	7180.77	7180.77	5	1.43310414	7135.46	7240.08	7177.618353	7174.793719	2.254344	0.57029	0.572693	0.110863	83.78	51.72	0.96387298	0.0
1510039574	7180.77	7180.76	7180.77	7180.77	7180.77	8	0.12831563	7134.72	7239.43	7178.103222	7175.236406	2.376838	0.489978	0.531786	0.102944	83.78	54.09	0.8353257	0.0
1510039604	7180.77	7180.77	7180.77	7180.77	7180.77	10	0.63196721	7135.78	7239.34	7178.513496	7175.646302	2.474909	0.392285	0.493801	0.095591	83.78	56.07	0.80403978	0.0
1510039634	7180.77	7180.77	7180.79	7181.0	7181.0	13	3.0521691	7135.8	7239.35	7178.863727	7176.027317	2.547209	0.289201	0.474958	0.088763	84.25	57.9	1.14990583	3.0521691
1510039664	7181.0	7181.0	7181.0	7181.0	7181.0	6	0.06060414	7135.35	7237.0	7179.192384	7176.395664	2.597111	0.199609	0.441032	0.082423	84.25	59.46	0.98232095	0.0
1510039694	7181.0	7181.0	7181.0	7181.0	7181.0	8	0.05111563	7137.77	7236.89	7179.470479	7176.736726	2.624439	0.109314	0.40953	0.076536	84.25	60.79	0.83905859	0.0
1510039724	7181.0	7181.0	7182.41	7185.8	7185.8	6	0.20002187	7137.97	7239.1	7179.922713	7177.156969	2.6527	0.113044	0.723135	0.071069	91.05	65.03	0.74074525	0.20002187
1510039754	7185.8	7185.8	7186.52	7187.01	7187.0	12	0.94852521	7143.66	7240.92	7180.93768	7177.850527	2.739591	0.347562	0.757197	0.065993	91.98	68.81	0.7727114	0.94852521
1510039784	7187.0	7186.99	7186.99	7187.0	7187.0	9	1.85122495	7143.63	7240.04	7181.868806	7178.527525	2.859929	0.481352	0.703112	0.061279	91.98	71.64	0.93863656	0.0
1510039814	7187.0	7187.0	7187.0	7187.0	7187.0	5	0.2667073	7144.96	7239.96	7182.65822	7179.155116	2.988564	0.51454	0.65289	0.056902	91.98	73.83	0.83526283	0.0
1510039844	7187.0	7187.0	7187.0	7187.0	7187.0	10	1.72458989	7145.81	7239.8	7183.326186	7179.736219	3.108845	0.481122	0.606255	0.052838	91.98	75.57	0.97208238	0.0
1510039874	7187.0	7186.99	7187.0	7187.0	7187.0	13	1.28254171	7143.61	7239.18	7183.891388	7180.274277	3.210498	0.406613	0.562951	0.049064	91.98	76.99	1.01984535	0.0
1510039904	7187.0	7186.99	7187.0	7187.0	7187.0	7	1.40170037	7142.13	7240.24	7184.369636	7180.772479	3.28783	0.309327	0.52274	0.045559	91.98	78.15	1.07859228	0.0
1510039934	7187.0	7184.57	7186.64	7187.0	7184.58	29	4.71004554	7144.21	7239.5	7184.718923	7181.20711	3.332627	0.179186	0.485401	0.215162	69.29	71.95	1.6372774	-4.71004554
1510039964	7184.58	7184.58	7184.58	7184.58	7184.58	22	2.09467313	7139.42	7239.44	7184.69755	7181.456954	3.314221	-0.073625	0.45073	0.199793	69.29	67.07	1.70764597	0.0
1510039994	7184.58	7183.4	7183.5	7184.58	7183.4	20	1.89207849	7136.97	7239.01	7184.513312	7181.608291	3.232381	-0.32736	0.418535	0.269808	60.8	59.95	1.7360202	-1.89207849
1510040024	7183.4	7181.53	7183.21	7183.4	7181.53	18	1.85819383	7135.85	7239.25	7184.312802	7181.726936	3.103078	-0.517212	0.38864	0.384107	50.29	49.65	1.75481614	-1.85819383
1510040054	7181.53	7180.0	7181.1	7181.53	7180.0	66	10.24874999	7132.53	7237.37	7183.818525	7181.680496	2.910068	-0.772039	0.36088	0.465956	43.65	38.37	3.06157519	-10.24874999
1510040084	7180.0	7180.0	7180.01	7180.01	7180.01	10	0.65185496	7135.76	7239.13	7183.232598	7181.556756	2.663223	-0.987381	0.335817	0.432673	43.7	29.85	2.690849	0.65185496
1510040114	7180.01	7180.01	7180.01	7180.01	7180.01	8	1.24964783	7135.91	7239.02	7182.736814	7181.442181	2.389505	-1.094872	0.31183	0.401768	43.7	23.21	2.46912574	0.0
1510040144	7180.01	7170.84	7172.14	7180.0	7174.02	33	7.56867302	7126.38	7216.51	7181.106535	7180.753131	1.982285	-1.628881	0.289556	0.800927	26.55	7.82	3.25367148	-7.56867302
1510040174	7174.02	7174.01	7174.02	7174.02	7174.02	23	1.77924533	7127.53	7217.83	7180.016299	7180.254381	1.538212	-1.776294	0.268873	0.743718	26.55	-2.92	3.02683669	0.0
1510040204	7174.02	7174.01	7174.02	7174.02	7174.02	32	3.34517552	7128.35	7217.98	7179.093791	7179.792575	1.090813	-1.789597	0.249668	0.690595	26.55	-10.82	3.07581189	0.0
1510040234	7174.02	7174.02	7174.69	7175.0	7175.0	12	0.56301123	7127.66	7216.8	7178.416285	7179.414606	0.672986	-1.671307	0.301835	0.641267	32.0	-15.38	2.68922717	0.56301123
1510040264	7175.0	7174.99	7174.99	7175.0	7175.0	9	3.11990734	7126.77	7217.14	7177.889164	7179.086857	0.29885	-1.496543	0.280275	0.595462	32.0	-18.88	2.75548566	0.0
1510040294	7175.0	7175.0	7175.0	7175.0	7175.0	8	0.49016628	7127.73	7217.51	7177.444677	7178.784127	-0.02881	-1.31064	0.260255	0.552929	32.0	-21.66	2.40697499	0.0
1510040324	7175.0	7175.0	7177.98	7179.87	7177.59	43	6.40984522	7129.79	7233.2	7177.527034	7178.724562	-0.262554	-0.934974	0.426665	0.513434	45.39	-19.81	3.02280118	6.40984522
1510040354	7177.59	7177.59	7178.75	7179.88	7179.88	13	3.52984503	7133.97	7239.33	7177.715183	7178.726446	-0.412296	-0.598967	0.55976	0.47676	54.0	-15.02	3.10080793	3.52984503
1510040384	7179.88	7174.99	7177.16	7179.88	7175.09	17	0.47020728	7134.8	7239.85	7177.62977	7178.610413	-0.525965	-0.454678	0.519777	0.784849	39.84	-16.29	2.69610014	-0.47020728
1510040414	7175.09	7175.08	7175.09	7175.09	7175.09	11	1.09922535	7123.95	7216.19	7177.239036	7178.349642	-0.642893	-0.467713	0.48265	0.728788	39.84	-17.19	2.4504271	0.0
1510040444	7175.09	7175.01	7175.32	7176.48	7175.03	20	4.6655162	7127.47	7221.51	7176.9438	7178.125224	-0.750599	-0.430825	0.448175	0.681017	39.69	-17.91	2.79121004	-4.6655162
1510040474	7175.03	7175.0	7175.15	7175.86	7175.01	18	3.60107529	7124.18	7223.34	7176.667831	7177.904837	-0.84788	-0.389126	0.416162	0.633801	39.64	-18.49	2.91580469	-3.60107529
1510040504	7175.01	7174.99	7174.99	7175.0	7175.0	15	6.72856968	7129.28	7215.44	7176.409703	7177.688923	-0.934148	-0.345072	0.386436	0.589244	39.61	-18.95	3.50238392	-6.72856968
1510040534	7175.0	7170.0	7170.93	7175.0	7170.01	23	5.36441251	7118.1	7210.98	7175.566672	7177.188262	-1.071636	-0.549954	0.358833	0.903584	28.42	-23.52	3.78884986	-5.36441251
1510040564	7170.01	7170.0	7170.0	7170.01	7170.01	31	6.79284453	7118.33	7210.32	7174.710261	7176.655798	-1.246416	-0.699121	0.333202	0.839042	28.42	-26.93	4.25100289	0.0
1510040594	7170.01	7170.0	7170.01	7170.01	7170.01	40	7.65579122	7118.55	7210.22	7173.987144	7176.163517	-1.432407	-0.743966	0.309402	0.77911	28.42	-29.58	4.77481648	0.0
1510040624	7170.01	7170.0	7170.0	7170.01	7170.01	19	4.68243734	7117.83	7210.74	7173.373737	7175.70696	-1.61257	-0.720653	0.287302	0.723459	28.42	-31.69	4.7606043	0.0
1510040654	7170.01	7170.01	7170.01	7170.01	7170.01	8	0.23476134	7118.79	7217.74	7172.856239	7175.284963	-1.775801	-0.652923	0.26678	0.671783	28.42	-33.4	4.06432077	0.0
1510040684	7170.01	7170.01	7170.01	7170.01	7170.01	34	3.55446057	7118.71	7216.41	7172.418356	7174.894225	-1.915815	-0.560054	0.247724	0.623799	28.42	-34.82	3.98588074	0.0
1510040714	7170.01	7170.01	7170.92	7171.39	7171.39	12	0.75718251	7121.89	7214.47	7172.18784	7174.599838	-2.015052	-0.396946	0.328601	0.579242	36.2	-33.95	3.48915794	0.75718251
1510040744	7171.39	7171.38	7171.39	7171.39	7171.39	18	0.86282463	7121.53	7217.09	7172.065095	7174.362072	-2.071437	-0.22554	0.305129	0.537868	36.2	-33.24	3.08510666	0.0
1510040774	7171.39	7171.39	7173.73	7173.9	7173.9	18	0.96351744	7127.69	7221.26	7172.321234	7174.315252	-2.055953	0.061935	0.46262	0.499449	48.09	-28.9	2.75870832	0.96351744
1510040804	7173.9	7173.9	7173.9	7173.9	7173.9	14	0.40427248	7129.71	7218.89	7172.564121	7174.284493	-1.988837	0.268465	0.429576	0.463774	48.09	-25.41	2.39648742	0.0
1510040834	7173.9	7173.9	7173.96	7174.0	7174.0	18	1.77348395	7130.68	7219.78	7172.778872	7174.260456	-1.887386	0.405802	0.406035	0.430647	48.53	-22.41	2.30064073	1.77348395
1510040864	7174.0	7173.99	7173.99	7174.0	7174.0	15	5.34173891	7130.04	7219.6	7172.965199	7174.240422	-1.764953	0.48973	0.377032	0.399887	48.53	-19.92	2.76850199	0.0
1510040894	7174.0	7173.99	7174.13	7175.01	7175.01	22	4.57429218	7129.98	7217.26	7173.144399	7174.232243	-1.629531	0.541687	0.422244	0.371324	53.21	-16.38	3.04631587	4.57429218
1510040924	7175.01	7175.0	7176.56	7178.56	7178.56	25	4.84444931	7135.38	7233.95	7173.669876	7174.404669	-1.450583	0.71579	0.645655	0.344801	65.19	-8.58	3.32295178	4.84444931
1510040954	7178.56	7175.0	7175.82	7180.0	7175.01	28	2.87469807	7137.41	7237.93	7174.000664	7174.509508	-1.262235	0.753391	0.599537	0.573744	51.1	-6.5	3.25398967	-2.87469807
1510040984	7175.01	7175.0	7175.01	7175.05	7175.05	13	3.70435972	7126.71	7221.03	7174.155946	7174.546581	-1.087915	0.69728	0.55957	0.532762	51.23	-4.91	3.32327737	3.70435972
1510041014	7175.05	7175.02	7175.04	7176.0	7176.0	16	1.45460444	7127.99	7220.64	7174.291954	7174.583131	-0.928567	0.63739	0.587458	0.494708	54.29	-2.6	3.03578923	1.45460444
1510041044	7176.0	7175.95	7175.95	7175.95	7175.95	20	2.54419938	7131.29	7225.24	7174.547038	7174.684381	-0.770322	0.632979	0.545497	0.462943	54.09	-0.85	2.96016002	-2.54419938
1510041074	7175.95	7175.94	7175.95	7175.95	7175.95	14	0.78649546	7131.49	7225.43	7174.762878	7174.778131	-0.619308	0.604055	0.506533	0.429876	54.09	0.53	2.62575009	0.0
1510041104	7175.95	7175.94	7175.95	7175.95	7175.95	10	2.09252992	7130.59	7224.57	7174.945512	7174.864936	-0.479331	0.559907	0.470352	0.399171	54.09	1.66	2.54371622	0.0
1510041134	7175.95	7175.95	7175.95	7175.95	7175.95	14	1.82416736	7131.99	7225.68	7175.100049	7174.945311	-0.352517	0.507255	0.436755	0.370659	54.09	2.59	2.4330164	0.0
1510041164	7175.95	7175.94	7176.14	7180.0	7176.89	29	2.81885838	7132.03	7225.61	7175.260041	7175.033806	-0.236767	0.463002	0.472701	0.344183	57.87	4.45	2.4923767	2.81885838
1510041194	7176.89	7175.95	7179.86	7180.0	7180.0	14	2.24951079	7135.03	7237.99	7175.967727	7175.391302	-0.074129	0.650554	0.661079	0.319599	67.41	9.44	2.45501271	2.24951079
1510041224	7180.0	7179.99	7179.99	7180.0	7180.0	14	0.68099003	7138.85	7238.86	7176.586538	7175.731946	0.111615	0.742977	0.613859	0.296771	67.41	13.37	2.18208614	0.0
1510041254	7180.0	7179.6	7179.96	7181.07	7181.07	26	1.92828573	7138.48	7237.63	7177.105532	7176.045135	0.301371	0.759026	0.64644	0.275573	70.11	17.59	2.14303992	1.92828573
1510041284	7181.07	7180.22	7180.73	7181.17	7181.0	32	1.61782412	7138.0	7238.3	7177.663142	7176.392162	0.495293	0.775687	0.600266	0.260889	69.7	20.87	2.06223749	-1.61782412
1510041314	7181.0	7180.01	7181.53	7185.0	7182.55	31	2.19798584	7137.78	7237.94	7178.258043	7176.772743	0.693294	0.792006	0.668104	0.242254	73.39	24.98	2.08312185	2.19798584
1510041344	7182.55	7182.55	7183.15	7185.0	7182.55	16	4.14901842	7141.3	7240.5	7179.010652	7177.245132	0.907739	0.857781	0.620382	0.22495	73.39	28.26	2.40095209	0.0
1510041374	7182.55	7184.61	7185.7	7186.8	7186.8	22	1.10690781	7139.15	7239.81	7180.039782	7177.871419	1.159864	1.008499	0.87964	0.208882	80.81	34.41	2.20186835	1.10690781
1510041404	7186.8	7186.8	7186.86	7187.0	7187.0	17	1.44451484	7147.73	7240.07	7181.089046	7178.53724	1.438252	1.113554	0.831094	0.193962	81.08	39.21	2.08535243	1.44451484
1510041434	7187.0	7187.0	7187.0	7187.01	7187.01	16	1.2747337	7147.21	7240.02	7181.998424	7179.164111	1.717464	1.116849	0.772444	0.180108	81.09	42.95	1.96064186	1.2747337
1510041464	7187.01	7187.0	7187.01	7187.01	7187.01	13	2.25441603	7145.36	7239.63	7182.769436	7179.745288	1.978801	1.045347	0.717269	0.167243	81.09	45.94	2.00583789	0.0
1510041494	7187.01	7187.01	7187.01	7187.01	7187.01	8	0.17260974	7146.39	7240.12	7183.42183	7180.283415	2.210724	0.927691	0.666036	0.155297	81.09	48.38	1.72380279	0.0
1510041524	7187.01	7187.0	7187.0	7187.01	7187.01	20	3.60613379	7145.02	7238.31	7183.972318	7180.78094	2.406855	0.784523	0.618462	0.144204	81.09	50.4	2.01339217	0.0
1510041554	7187.01	7187.0	7187.01	7187.01	7187.01	10	0.5652458	7145.0	7239.37	7184.439654	7181.242352	2.564944	0.632358	0.574286	0.133904	81.09	52.09	1.79060042	0.0
1510041584	7187.01	7187.0	7187.01	7187.01	7187.01	12	1.18733252	7146.13	7239.66	7184.835092	7181.669585	2.685057	0.48045	0.533266	0.124339	81.09	53.54	1.69778997	0.0
1510041614	7187.01	7187.0	7187.01	7187.01	7187.01	12	0.72158814	7145.44	7239.78	7185.169693	7182.065171	2.76895	0.335572	0.495176	0.115458	81.09	54.77	1.54760507	0.0
1510041644	7187.01	7187.0	7187.01	7187.01	7187.01	22	1.14637745	7145.97	7239.97	7185.452817	7182.431455	2.819432	0.20193	0.459806	0.107211	81.09	55.84	1.48587774	0.0
1510041674	7187.01	7187.01	7187.01	7187.01	7187.01	9	0.0965153	7142.21	7240.39	7185.692384	7182.770606	2.839901	0.081877	0.426963	0.099553	81.09	56.78	1.27212967	0.0
1510041704	7187.01	7187.0	7187.0	7187.01	7187.0	6	2.01881067	7139.5	7240.67	7185.893556	7183.083894	2.833853	-0.024191	0.396466	0.093156	80.97	57.57	1.38700367	-2.01881067
1510041734	7187.0	7187.0	7187.01	7187.01	7187.01	20	1.72095679	7140.14	7240.83	7186.065317	7183.374717	2.805202	-0.114602	0.368861	0.086502	81.0	58.27	1.43838107	1.72095679
1510041764	7187.01	7187.0	7187.01	7187.01	7187.01	25	4.2915177	7142.16	7240.86	7186.210653	7183.643997	2.757493	-0.190837	0.342514	0.080323	81.0	58.9	1.87732517	0.0
1510041794	7187.01	7187.0	7187.01	7187.01	7187.01	13	1.19010531	7143.69	7239.23	7186.333629	7183.893331	2.694054	-0.253756	0.318049	0.074586	81.0	59.46	1.77159904	0.0
1510041824	7187.01	7187.0	7187.01	7187.01	7187.01	18	1.52356434	7146.32	7240.53	7186.437686	7184.124195	2.617941	-0.30445	0.295331	0.069258	81.0	59.95	1.73343986	0.0
1510041854	7187.01	7187.0	7187.01	7187.01	7187.01	22	1.30221966	7145.98	7240.47	7186.525734	7184.337958	2.531908	-0.344132	0.274236	0.064311	81.0	60.4	1.66709829	0.0
1510041884	7187.01	7187.0	7187.0	7187.01	7187.0	28	3.65189091	7141.9	7240.32	7186.598698	7184.535146	2.438237	-0.374685	0.254648	0.060432	80.82	60.76	1.972451	-3.65189091
1510041914	7187.0	7187.0	7187.01	7187.01	7187.0	18	1.05990701	7146.26	7240.23	7186.661975	7184.718469	2.339291	-0.395785	0.236459	0.056115	80.82	61.09	1.83205962	0.0
1510041944	7187.0	7187.0	7187.01	7187.01	7187.01	22	0.68428318	7144.7	7240.5	7186.715517	7184.888212	2.236894	-0.409589	0.220283	0.052107	80.87	61.39	1.65547863	0.68428318
1510041974	7187.01	7184.99	7186.92	7187.01	7186.37	34	2.91312883	7141.4	7238.87	7186.746976	7185.038715	2.131167	-0.422906	0.204549	0.094099	68.49	58.83	1.84896328	-2.91312883
1510042004	7186.37	7184.99	7185.97	7186.73	7185.79	36	3.00275596	7141.06	7238.64	7186.627441	7185.107699	2.008882	-0.48914	0.189938	0.128806	59.59	53.99	2.02646985	-3.00275596
1510042034	7185.79	7182.23	7183.71	7185.78	7182.23	17	2.10323235	7139.84	7237.41	7186.178604	7185.004166	1.841993	-0.667555	0.176371	0.373891	32.05	35.53	2.03827947	-2.10323235
1510042064	7182.23	7182.23	7183.94	7184.31	7183.24	9	2.32561448	7139.83	7238.34	7185.834203	7184.925339	1.655367	-0.746503	0.235916	0.347185	40.46	24.22	2.08248486	2.32561448
1510042094	7183.24	7182.23	7183.79	7186.65	7183.25	13	0.50511524	7137.11	7238.24	7185.51971	7184.84124	1.459988	-0.781518	0.219779	0.322386	40.54	16.09	1.83981261	0.50511524
1510042124	7183.25	7182.23	7182.97	7186.65	7182.23	15	0.34840219	7137.42	7239.1	7185.127447	7184.70263	1.252954	-0.828137	0.20408	0.372216	35.41	7.35	1.61036485	-0.34840219
1510042154	7182.23	7182.24	7182.76	7183.24	7182.46	13	0.8623899	7140.16	7236.76	7184.763224	7184.558731	1.043262	-0.838769	0.205931	0.345629	37.34	1.36	1.49529178	0.8623899
1510042184	7182.46	7182.23	7182.3	7182.45	7182.24	14	1.76787709	7136.63	7236.94	7184.384266	7184.391418	0.833179	-0.840331	0.191222	0.336656	36.22	-3.71	1.53722798	-1.76787709
1510042214	7182.24	7176.01	7181.03	7182.24	7180.0	37	3.56053313	7135.85	7234.83	7183.868225	7184.142424	0.611703	-0.885902	0.177563	0.472609	27.31	-12.11	1.8485057	-3.56053313
1510042244	7180.0	7175.94	7175.98	7176.02	7175.95	29	1.1623396	7122.9	7216.77	7182.654652	7183.5378	0.312733	-1.195881	0.16488	0.728137	18.46	-24.65	1.74294168	-1.1623396
1510042274	7175.95	7175.94	7175.94	7175.95	7175.95	9	0.56066	7125.62	7217.44	7181.621629	7182.975	-0.020488	-1.332883	0.153103	0.676127	18.46	-32.98	1.56105219	0.0
1510042304	7175.95	7175.94	7175.94	7175.95	7175.95	11	3.09456412	7130.05	7216.69	7180.747532	7182.453889	-0.357662	-1.348695	0.142167	0.627832	18.46	-38.9	1.7969771	0.0
1510042334	7175.95	7175.94	7175.94	7175.95	7175.95	10	1.92668183	7126.33	7216.91	7180.007912	7181.971379	-0.678823	-1.284644	0.132012	0.582987	18.46	-43.31	1.81693167	0.0
1510042364	7175.95	7175.94	7175.94	7175.95	7175.95	27	1.87165465	7124.74	7216.5	7179.382079	7181.52461	-0.971565	-1.170966	0.122583	0.541345	18.46	-46.72	1.82535059	0.0
1510042394	7175.95	7175.95	7175.95	7175.95	7175.95	5	0.79551251	7125.72	7217.4	7178.854067	7181.111676	-1.228774	-1.028835	0.113827	0.502677	18.46	-49.42	1.66691396	0.0
