1509965495,7334.37,7334.37,7334.37,0,0,7315.14,7360.48
1509965496,7336.29,7336.29,7336.29,3,0.39387253,7313.36,7357.56
1509965497,7336.29,7336.29,7336.29,0,0,7315.2,7357.68
1509965498,7336.29,7336.29,7336.29,0,0,7314.38,7358.43
1509965499,7336.29,7336.29,7336.29,0,0,7316.37,7356.97
1509965500,7336.29,7336.29,7336.29,0,0,7316.51,7356.83
1509965501,7336.3,7336.3,7336.3,1,1.35e-06,7309.64,7358.28
1509965502,7336.3,7336.3,7336.3,0,0,7309.25,7355.83
1509965503,7336.3,7336.3,7336.3,0,0,7309.24,7356.78
1509965504,7336.3,7336.3,7336.3,0,0,7310.18,7359.38
1509965505,7336.3,7336.3,7336.3,0,0,7312.71,7360.72
1509965506,7336.3,7336.3,7336.3,0,0,7313.43,7360.73
1509965507,7336.3,7336.3,7336.3,0,0,7315.66,7360.88
1509965508,7336.3,7336.3,7336.3,0,0,7315.75,7360.66
1509965509,7336.3,7336.3,7336.3,0,0,7316.61,7360.45
1509965510,7336.3,7336.3,7336.3,0,0,7316.66,7359.14
1509965511,7337.57,7337.57,7337.57,1,1.35e-06,7315.49,7359.97
1509965512,7337.57,7337.57,7337.57,0,0,7314.4,7355.67
1509965513,7337.57,7337.57,7337.57,0,0,7314.19,7357.88
1509965514,7337.56,7337.56,7337.56,1,0.07919783,7315.84,7357.0
1509965515,7337.56,7337.56,7337.56,0,0,7315.42,7357.0
1509965516,7337.56,7337.56,7337.56,0,0,7315.59,7357.03
1509965517,7337.56,7337.56,7337.56,0,0,7315.24,7357.16
1509965518,7337.56,7337.56,7337.56,0,0,7316.9,7357.16
1509965519,7337.56,7337.56,7337.56,0,0,7316.85,7357.31
1509965520,7337.56,7337.56,7337.56,1,0.17433104,7316.8,7357.04
1509965521,7337.56,7337.56,7337.56,0,0,7316.52,7357.1
1509965522,7337.57,7337.57,7337.57,1,1.35e-06,7316.69,7356.97
1509965523,7337.57,7337.57,7337.57,0,0,7317.07,7357.21
1509965524,7337.57,7337.57,7337.57,0,0,7317.19,7357.04
1509965525,7337.57,7337.57,7337.57,0,0,7317.25,7356.85
1509965526,7337.57,7337.57,7337.57,0,0,7318.52,7357.01
1509965527,7337.56,7338.28,7340.0,7,0.29525792,7318.21,7357.19
1509965528,7340.0,7340.0,7340.0,0,0,7316.88,7357.17
1509965529,7339.99,7339.99,7339.99,1,0.168989,7317.61,7365.11
1509965530,7339.99,7339.99,7339.99,5,2.77768149,7317.61,7364.14
1509965531,7339.99,7339.99,7339.99,0,0,7316.63,7363.74
1509965532,7339.98,7339.98,7339.98,1,1.35e-06,7317.75,7363.01
1509965533,7339.98,7339.98,7339.98,0,0,7317.07,7364.57
1509965534,7339.98,7339.98,7339.98,0,0,7317.36,7363.73
1509965535,7339.98,7339.98,7339.98,0,0,7317.45,7364.06
1509965536,7339.98,7339.98,7339.98,0,0,7313.68,7362.64
1509965537,7339.98,7339.98,7339.98,0,0,7316.5,7364.73
1509965538,7339.98,7339.98,7339.98,0,0,7316.78,7362.18
1509965539,7339.98,7339.98,7339.98,0,0,7316.52,7363.83
1509965540,7339.98,7339.98,7339.98,0,0,7317.23,7364.46
1509965541,7339.98,7339.98,7339.98,0,0,7317.16,7364.41
1509965542,7340.0,7340.0,7340.0,1,1.35e-06,7317.01,7363.87
1509965543,7339.51,7339.51,7339.52,2,1.1741275,7316.81,7364.08
1509965544,7337.67,7339.5,7339.99,3,0.51105709,7318.14,7363.92
1509965545,7339.99,7339.99,7339.99,0,0,7313.93,7364.28
1509965546,7339.99,7339.99,7339.99,0,0,7313.98,7356.89
